project_id,category,contractor,starting_date,plan_end_date,actual_end_date,budget,actual_cost,delay_days,cost_overrun_saving,cost_overrun_saving_percentage
P2482,Industrial,UEM,2023-08-23,2024-04-28,2024-04-28,106616455,115240218,0,8623763,0.0808858538768711
P2483,Commercial,Unknown,2023-05-25,2023-11-16,2023-11-16,45861756,44366561,0,-1495195,-0.0326022187201031
P2484,Commercial,Sunway,2024-04-30,2025-07-08,2025-07-08,149384451,170882617,0,21498166,0.143911671235449
P2485,Industrial,WCT,2022-09-23,2024-03-13,2024-03-13,139809586,144422784,0,4613198,0.0329962925432023
P2486,Infrastructure,UEM,2022-04-16,2023-11-29,2023-11-29,59144891,63517254,0,4372363,0.0739263007518266
P2487,Infrastructure,Sunway,2023-06-21,2024-02-08,2024-02-08,35597927,35597927,0,0,0
P2488,Residential,Sunway,2023-12-19,2025-05-30,2025-05-30,54389201,65431814,0,11042613,0.203029513156481
P2489,Infrastructure,Unknown,2023-05-15,2024-02-16,2024-02-16,115581818,115581818,0,0,0
P2490,Commercial,Sunway,2022-11-18,2024-03-17,2024-08-31,134324897,134324897,167,0,0
P2491,Residential,Unknown,2022-10-13,2024-08-24,2024-08-24,37296472,38877044,0,1580572,0.0423785928063115
P2492,Residential,Unknown,2023-08-16,2024-03-25,2024-08-27,92775989,127729678,155,34953689,0.376753612402882
P2493,Residential,Unknown,2024-02-24,2024-09-30,2025-02-01,137121251,137121251,124,0,0
P2494,Infrastructure,Gamuda,2023-08-22,2024-06-27,2024-06-27,46451645,46451645,0,0,0
P2495,Infrastructure,SP Setia,2022-07-10,2023-03-07,2023-03-07,137453489,137453489,0,0,0
P2496,Industrial,Gamuda,2023-05-20,2025-03-20,2025-03-20,105282201,105282201,0,0,0
P2497,Commercial,UEM,2022-07-28,2023-06-18,2023-06-18,147190202,147545184,0,354982,0.00241172303031421
P2498,Industrial,Unknown,2023-04-01,2023-12-06,2023-12-06,89109015,89109015,0,0,0
P2499,Commercial,Gamuda,2022-01-13,2023-05-22,2023-07-21,82066438,82066438,60,0,0
P2500,Unknown,WCT,2022-04-26,2022-10-01,2022-10-01,12265643,12265643,0,0,0
P2501,Unknown,Unknown,2022-05-10,2023-09-09,2023-09-09,69385651,69385651,0,0,0
P2502,Industrial,Gamuda,2022-01-24,2023-09-27,2023-09-27,113842975,131946644,0,18103669,0.159023154480986
P2503,Residential,SP Setia,2024-05-22,2025-07-29,2025-07-29,81783353,98700061,0,16916708,0.206847816572157
P2504,Residential,UEM,2023-03-06,2024-03-16,2024-03-16,35527722,33785086,0,-1742636,-0.0490500347869194
P2505,Industrial,SP Setia,2023-01-19,2023-06-09,2023-06-09,25789059,26205057,0,415998,0.0161307940704622
P2506,Infrastructure,WCT,2024-03-16,2025-12-09,2025-12-09,18096313,19605055,0,1508742,0.0833728947990676
P2507,Unknown,SP Setia,2023-10-16,2024-03-23,2024-03-23,19822866,19822866,0,0,0
P2508,Industrial,WCT,2022-03-19,2023-01-21,2023-01-21,145241602,135954815,0,-9286787,-0.0639402682986105
P2509,Industrial,SP Setia,2023-04-15,2024-06-05,2024-06-05,18405312,20587499,0,2182187,0.118562890974084
P2510,Residential,Gamuda,2023-01-26,2024-02-08,2024-02-08,135743706,143587118,0,7843412,0.0577810362713981
P2511,Industrial,IJM,2022-06-08,2023-12-23,2023-12-23,113662254,123265617,0,9603363,0.084490344525457
P2512,Residential,IJM,2023-03-23,2023-09-24,2023-09-24,150461306,150461306,0,0,0
P2513,Commercial,Sunway,2023-08-06,2025-06-10,2025-10-18,122719880,156125338,130,33405458,0.272209017805428
P2514,Infrastructure,UEM,2023-02-28,2023-08-04,2023-08-04,91126865,92629894,0,1503029,0.0164938078359219
P2515,Unknown,SP Setia,2022-09-19,2023-12-18,2023-12-18,22978155,24074068,0,1095913,0.0476936899415989
P2516,Residential,Unknown,2022-09-10,2023-12-17,2023-12-17,141681928,135409361,0,-6272567,-0.0442721742182955
P2517,Industrial,Unknown,2024-03-06,2025-10-10,2025-10-10,16886289,16886289,0,0,0
P2518,Industrial,Sunway,2023-09-12,2024-07-11,2024-07-11,6734112,7275557,0,541445,0.0804033256352137
P2519,Commercial,SP Setia,2023-05-06,2024-08-31,2024-08-31,64586919,59702296,0,-4884623,-0.0756286733541199
P2520,Commercial,Gamuda,2022-05-09,2024-01-19,2024-01-19,117507253,117507253,0,0,0
P2521,Industrial,Unknown,2023-07-03,2025-04-30,2025-04-30,7140170,8339247,0,1199077,0.167933956754531
P2523,Commercial,WCT,2022-07-23,2022-10-22,2022-10-22,7313949,6794881,0,-519068,-0.070969595221405
P2524,Industrial,Unknown,2022-05-25,2023-03-09,2023-03-09,136227309,154922283,0,18694974,0.137233673169012
P2525,Industrial,SP Setia,2023-04-26,2023-10-29,2024-04-14,37295343,49487736,168,12192393,0.326914623093827
P2526,Unknown,Unknown,2023-12-28,2025-12-11,2025-12-11,112041579,118690197,0,6648618,0.0593406310348411
P2527,Commercial,WCT,2023-06-21,2024-05-16,2024-05-16,76407661,85213463,0,8805802,0.115247632040457
P2528,Residential,IJM,2022-05-22,2023-09-12,2023-09-12,128183160,158308226,0,30125066,0.23501578522483
P2529,Commercial,Unknown,2024-02-18,2025-02-06,2025-02-06,8794472,8794472,0,0,0
P2530,Residential,IJM,2022-02-21,2022-09-15,2022-12-19,35679327,45523285,95,9843958,0.275900887928744
P2531,Infrastructure,Unknown,2023-02-11,2023-10-14,2023-10-14,13249023,12548051,0,-700972,-0.0529074483454365
P2532,Infrastructure,Unknown,2022-12-11,2024-11-12,2024-11-12,59575100,59644078,0,68978,0.00115783271870295
P2533,Industrial,UEM,2022-04-02,2024-03-06,2024-03-06,81151927,86442852,0,5290925,0.0651977740466964
P2534,Commercial,IJM,2023-12-29,2025-08-27,2025-12-20,81136663,90893240,115,9756577,0.120248684617458
P2535,Industrial,SP Setia,2023-05-22,2024-01-09,2024-07-05,118624063,158248922,178,39624859,0.334037277074214
P2536,Residential,Unknown,2022-09-28,2024-08-24,2024-10-15,39503536,37358122,52,-2145414,-0.0543094167570214
P2537,Unknown,SP Setia,2023-11-12,2024-03-31,2024-03-31,106197566,107458167,0,1260601,0.0118703379698928
P2538,Commercial,UEM,2022-10-14,2023-08-13,2023-09-28,35747026,35747026,46,0,0
P2539,Residential,Gamuda,2022-11-24,2024-04-27,2024-04-27,107378442,125301998,0,17923556,0.166919501402339
P2540,Unknown,IJM,2022-02-28,2022-07-06,2022-07-06,161793668,161793668,0,0,0
P2541,Infrastructure,IJM,2024-01-15,2024-04-17,2024-04-17,17040640,19175730,0,2135090,0.125294003042139
P2542,Industrial,Unknown,2022-12-10,2024-09-16,2024-09-16,18575413,18213940,0,-361473,-0.0194597557534791
P2543,Commercial,Sunway,2023-03-11,2023-09-07,2023-11-18,110738902,140113487,72,29374585,0.265259854210944
P2544,Industrial,WCT,2023-11-22,2025-05-04,2025-05-04,98627634,118631878,0,20004244,0.202825954437881
P2545,Infrastructure,UEM,2024-02-27,2025-09-07,2025-09-07,64133105,76310254,0,12177149,0.18987306165825
P2546,Commercial,IJM,2023-11-22,2024-10-27,2024-10-27,121138704,117623385,0,-3515319,-0.0290189583008912
P2547,Infrastructure,Gamuda,2023-07-26,2025-06-13,2025-06-13,47339657,47339657,0,0,0
P2548,Industrial,Unknown,2024-02-15,2024-08-29,2024-12-20,159128285,159128285,113,0,0
P2549,Residential,IJM,2024-06-09,2025-01-13,2025-01-13,63181770,62086553,0,-1095217,-0.0173343830031986
P2550,Industrial,Unknown,2024-01-17,2025-05-27,2025-05-27,128450845,123333896,0,-5116949,-0.0398358531623517
P2551,Residential,Unknown,2023-03-22,2024-09-16,2024-09-16,9131065,9131065,0,0,0
P2552,Infrastructure,IJM,2024-04-16,2025-06-12,2025-06-12,149358061,134457580,0,-14900481,-0.0997634871545366
P2553,Industrial,WCT,2022-05-19,2023-07-14,2023-07-14,126734015,126734015,0,0,0
P2554,Residential,WCT,2022-01-26,2023-11-09,2023-11-09,104148651,113133594,0,8984943,0.0862703732955696
P2555,Commercial,SP Setia,2022-05-08,2023-10-31,2023-12-07,93492819,106783478,37,13290659,0.142157003523447
P2556,Unknown,Unknown,2024-06-07,2025-10-15,2025-10-15,148447397,137773670,0,-10673727,-0.0719024194139288
P2557,Unknown,Sunway,2022-02-10,2022-07-07,2022-07-07,16700266,18557572,0,1857306,0.111214156708642
P2558,Residential,Sunway,2023-06-20,2024-12-18,2025-05-20,98839872,98839872,153,0,0
P2559,Residential,Unknown,2023-08-27,2024-06-12,2024-06-12,32293271,32293271,0,0,0
P2560,Commercial,Sunway,2024-05-05,2024-09-08,2024-09-08,50879743,63048331,0,12168588,0.239163708039956
P2561,Commercial,Gamuda,2022-06-15,2023-05-03,2023-06-30,74704006,74704006,58,0,0
P2562,Industrial,Sunway,2022-01-14,2023-09-06,2023-09-06,12220563,12220563,0,0,0
P2563,Residential,SP Setia,2022-09-23,2024-07-31,2024-07-31,69214599,69214599,0,0,0
P2564,Industrial,Unknown,2023-05-22,2023-11-22,2023-11-22,86893089,98377823,0,11484734,0.132170856533826
P2565,Infrastructure,UEM,2022-09-19,2023-02-06,2023-02-06,137324405,140985536,0,3661131,0.0266604541268539
P2566,Infrastructure,UEM,2022-09-18,2023-11-20,2023-11-20,130140210,130140210,0,0,0
P2567,Unknown,Unknown,2023-11-14,2024-11-12,2024-11-12,84637696,84637696,0,0,0
P2568,Commercial,Sunway,2023-10-08,2024-06-17,2024-10-11,62937583,71848423,116,8910840,0.141582176741678
P2569,Commercial,Sunway,2022-01-31,2023-08-15,2023-08-15,145801084,178388950,0,32587866,0.223509078985997
P2570,Industrial,SP Setia,2024-03-02,2025-07-23,2025-07-23,63637863,71725583,0,8087720,0.127089748441113
P2571,Infrastructure,Gamuda,2024-06-06,2026-03-06,2026-03-06,11383178,13394084,0,2010906,0.176655939141073
P2572,Industrial,UEM,2023-09-03,2024-05-29,2024-05-29,112613904,130236372,0,17622468,0.156485721336861
P2574,Infrastructure,SP Setia,2022-10-04,2023-12-21,2023-12-21,69877928,63589059,0,-6288869,-0.0899979318219052
P2575,Unknown,IJM,2022-04-23,2023-07-19,2023-07-19,6306091,6306091,0,0,0
P2576,Commercial,Unknown,2022-11-16,2023-09-16,2023-09-16,22375877,23772094,0,1396217,0.062398314041501
P2577,Infrastructure,Sunway,2023-09-28,2024-11-29,2024-11-29,31996653,31473514,0,-523139,-0.0163498038372951
P2579,Infrastructure,WCT,2022-04-24,2022-09-13,2022-09-13,138119876,138119876,0,0,0
P2580,Unknown,UEM,2022-12-17,2023-06-07,2023-08-22,15999893,15999893,76,0,0
P2581,Industrial,Gamuda,2022-11-28,2023-06-02,2023-07-02,86721528,86721528,30,0,0
P2582,Commercial,Unknown,2024-02-23,2025-07-24,2025-09-06,55057032,53940336,44,-1116696,-0.0202825317572513
P2583,Commercial,Unknown,2022-09-14,2024-01-11,2024-01-11,33717932,33717932,0,0,0
P2584,Industrial,Sunway,2022-09-21,2023-04-02,2023-05-26,14512808,14512808,54,0,0
P2585,Residential,UEM,2022-01-15,2023-12-09,2023-12-09,118788832,110395533,0,-8393299,-0.0706573072458529
P2586,Residential,SP Setia,2023-09-26,2025-08-28,2025-08-28,121991311,149971081,0,27979770,0.229358712277467
P2588,Infrastructure,SP Setia,2023-11-24,2024-06-03,2024-06-03,80268501,95497412,0,15228911,0.189724621866303
P2589,Infrastructure,SP Setia,2024-05-20,2024-11-18,2024-11-18,47212166,47212166,0,0,0
P2590,Infrastructure,Unknown,2022-02-17,2022-10-13,2022-10-13,68765885,68035116,0,-730769,-0.0106269118764341
P2591,Infrastructure,WCT,2023-01-23,2024-08-12,2024-08-12,22159301,22512351,0,353050,0.0159323617653824
P2592,Residential,Gamuda,2022-07-18,2023-01-11,2023-01-11,85303704,103134425,0,17830721,0.209026339583097
P2593,Residential,Unknown,2023-12-04,2024-08-10,2024-08-10,134871484,153398952,0,18527468,0.137371277089233
P2594,Industrial,UEM,2022-05-31,2024-04-18,2024-05-27,38958979,47170690,39,8211711,0.210778393345472
P2595,Unknown,Unknown,2024-05-27,2025-02-06,2025-02-06,119718769,119718769,0,0,0
P2596,Commercial,Unknown,2022-08-23,2023-04-29,2023-04-29,86365535,86365535,0,0,0
P2597,Residential,Unknown,2023-03-22,2024-10-27,2024-10-27,109457762,109457762,0,0,0
P2598,Infrastructure,Gamuda,2023-10-21,2024-11-13,2024-11-13,26736603,25901722,0,-834881,-0.0312261434259244
P2599,Unknown,Gamuda,2022-01-11,2022-10-09,2022-10-09,115018627,115018627,0,0,0
P2600,Industrial,Gamuda,2022-08-07,2023-09-18,2023-09-18,20053625,20053625,0,0,0
P2601,Infrastructure,IJM,2022-09-01,2023-01-17,2023-01-17,60221319,68633962,0,8412643,0.139695429122036
P2602,Industrial,Sunway,2023-07-04,2024-02-28,2024-05-09,140556850,133968285,71,-6588565,-0.0468747343156879
P2603,Commercial,Sunway,2022-03-15,2022-08-01,2022-08-01,70413526,72621266,0,2207740,0.0313539191319577
P2604,Residential,Unknown,2022-01-03,2022-07-12,2022-07-12,50381423,49505595,0,-875828,-0.0173839472537328
P2605,Industrial,UEM,2023-06-20,2024-01-20,2024-07-11,64663437,66918121,173,2254684,0.0348679888450718
P2606,Industrial,Unknown,2024-01-26,2025-05-19,2025-05-19,144017315,144017315,0,0,0
P2607,Residential,Unknown,2022-07-08,2022-11-22,2022-11-22,99915607,99915607,0,0,0
P2608,Residential,Sunway,2022-01-10,2023-07-21,2023-08-29,69812180,73551817,39,3739637,0.0535671139334139
P2609,Unknown,WCT,2022-08-10,2024-02-20,2024-02-20,104673950,98241234,0,-6432716,-0.0614547936712047
P2610,Infrastructure,SP Setia,2024-03-28,2025-05-03,2025-05-03,109248624,109248624,0,0,0
P2611,Residential,Unknown,2023-02-03,2023-08-29,2023-08-29,117537641,117537641,0,0,0
P2612,Industrial,UEM,2024-02-08,2024-09-29,2024-09-29,94826723,94826723,0,0,0
P2613,Infrastructure,Gamuda,2022-01-26,2023-05-12,2023-08-23,64242297,64242297,103,0,0
P2614,Commercial,Unknown,2022-06-19,2023-02-07,2023-02-07,107823400,107823400,0,0,0
P2615,Residential,WCT,2023-03-11,2024-01-04,2024-01-04,79491999,79491999,0,0,0
P2616,Commercial,Unknown,2022-06-28,2023-01-08,2023-01-08,79221803,79221803,0,0,0
P2617,Unknown,Unknown,2022-09-26,2024-04-28,2024-04-28,118903029,118903029,0,0,0
P2618,Unknown,UEM,2022-01-23,2022-11-30,2022-11-30,66922240,66922240,0,0,0
P2619,Commercial,Unknown,2023-02-16,2024-01-04,2024-01-04,53620367,53620367,0,0,0
P2620,Industrial,Sunway,2022-03-01,2023-06-26,2023-06-26,64875656,59379932,0,-5495724,-0.0847116520871866
P2621,Residential,UEM,2023-08-16,2024-02-18,2024-02-18,136309706,136309706,0,0,0
P2622,Industrial,SP Setia,2022-01-21,2022-07-19,2022-07-19,124816173,146089448,0,21273275,0.170436847154415
P2623,Unknown,Unknown,2023-11-25,2025-05-26,2025-05-26,144758170,172467889,0,27709719,0.191420760569162
P2624,Residential,WCT,2023-10-02,2025-09-05,2025-09-05,48279826,45730055,0,-2549771,-0.0528123485780583
P2625,Residential,Unknown,2023-07-14,2024-12-04,2025-03-09,100548567,102587021,95,2038454,0.0202733272170851
P2626,Residential,Sunway,2022-03-20,2023-11-04,2023-11-04,114087413,106460614,0,-7626799,-0.0668504859515046
P2627,Industrial,WCT,2023-09-03,2025-03-18,2025-03-18,125428556,145584454,0,20155898,0.160696245279265
P2628,Industrial,Sunway,2023-09-16,2025-02-07,2025-04-13,141128069,159115275,65,17987206,0.127453072428845
P2629,Commercial,Sunway,2023-12-16,2024-05-02,2024-05-02,8481085,8897560,0,416475,0.0491063348616362
P2630,Industrial,SP Setia,2022-04-28,2023-08-29,2023-08-29,118170159,139537173,0,21367014,0.180815649067545
P2631,Commercial,SP Setia,2022-10-02,2024-08-14,2024-08-14,105319100,105319100,0,0,0
P2632,Unknown,IJM,2024-02-07,2025-03-05,2025-03-05,94364384,96214985,0,1850601,0.0196112232343932
P2633,Industrial,WCT,2022-06-06,2024-01-10,2024-01-10,46373192,46964673,0,591481,0.0127548045431076
P2634,Industrial,Sunway,2022-03-13,2024-02-15,2024-02-15,27394629,27394629,0,0,0
P2635,Infrastructure,WCT,2022-04-19,2023-01-20,2023-03-19,15018724,16783970,58,1765246,0.117536349958891
P2636,Unknown,UEM,2022-04-11,2023-02-07,2023-02-07,90453482,91347428,0,893946,0.00988293629204899
P2637,Unknown,Unknown,2022-01-09,2023-08-03,2024-01-13,144939814,175962989,163,31023175,0.214041774608597
P2638,Unknown,Sunway,2023-12-14,2025-01-20,2025-01-20,149520101,149520101,0,0,0
P2639,Industrial,IJM,2023-12-21,2024-07-08,2024-11-12,74623475,74623475,127,0,0
P2640,Commercial,IJM,2022-03-10,2023-01-05,2023-01-05,137865108,137865108,0,0,0
P2641,Infrastructure,IJM,2023-05-06,2024-03-22,2024-03-22,53388094,53388094,0,0,0
P2642,Industrial,SP Setia,2023-12-06,2025-08-24,2025-08-24,115540297,115540297,0,0,0
P2643,Infrastructure,WCT,2022-11-12,2023-02-24,2023-02-24,31810806,32081241,0,270435,0.00850135642586359
P2644,Industrial,Unknown,2022-06-09,2022-10-08,2022-10-08,70672929,82254681,0,11581752,0.163878194435666
P2645,Residential,WCT,2022-12-26,2023-06-27,2023-06-27,119298927,148283335,0,28984408,0.242956149974425
P2646,Industrial,Gamuda,2022-04-16,2023-05-27,2023-05-27,56648460,63277147,0,6628687,0.117014425458344
P2647,Unknown,Sunway,2022-11-24,2024-01-06,2024-01-06,85552629,85552629,0,0,0
P2648,Commercial,Sunway,2023-01-30,2023-07-16,2023-07-16,12291073,12431278,0,140205,0.0114070594162121
P2650,Residential,IJM,2024-03-04,2024-11-20,2024-11-20,67740786,70064510,0,2323724,0.0343031744568184
P2651,Infrastructure,Sunway,2023-10-03,2025-07-08,2025-07-08,9360087,11022132,0,1662045,0.177567259791496
P2652,Commercial,WCT,2022-10-29,2023-01-29,2023-05-15,52694181,56152792,106,3458611,0.0656355395294976
P2653,Residential,Unknown,2023-11-22,2025-08-02,2025-08-02,66759524,66096868,0,-662656,-0.00992601445151107
P2654,Infrastructure,UEM,2023-03-23,2025-03-08,2025-03-08,141292826,167139597,0,25846771,0.182930526140089
P2655,Commercial,SP Setia,2024-01-15,2025-11-10,2026-01-04,40849764,44045394,55,3195630,0.0782288485191738
P2656,Unknown,WCT,2024-04-20,2024-08-10,2024-08-10,48778927,48778927,0,0,0
P2657,Infrastructure,SP Setia,2024-06-19,2026-01-21,2026-01-21,84856440,84856440,0,0,0
P2658,Unknown,UEM,2022-08-03,2023-09-27,2023-09-27,131251664,120184595,0,-11067069,-0.0843194567041832
P2659,Infrastructure,WCT,2022-01-05,2022-05-13,2022-05-13,96327904,105254376,0,8926472,0.0926675618313049
P2660,Industrial,Gamuda,2024-01-28,2026-01-12,2026-07-06,106278366,130976475,175,24698109,0.232390748273266
P2661,Residential,IJM,2023-02-23,2023-09-10,2023-09-10,112773585,112773585,0,0,0
P2662,Industrial,SP Setia,2022-01-27,2022-12-03,2022-12-03,129935606,129935606,0,0,0
P2663,Industrial,WCT,2022-01-01,2023-03-13,2023-03-13,127532571,127532571,0,0,0
P2664,Unknown,SP Setia,2022-09-25,2024-07-22,2024-07-22,100710662,100710662,0,0,0
P2665,Industrial,SP Setia,2022-01-20,2023-01-29,2023-01-29,94959090,94959090,0,0,0
P2666,Infrastructure,Unknown,2022-11-15,2023-03-31,2023-03-31,52767464,55517795,0,2750331,0.0521217203085598
P2667,Industrial,Unknown,2022-05-08,2023-06-09,2023-06-09,93701385,112607655,0,18906270,0.201771510634555
P2668,Unknown,WCT,2024-02-02,2024-10-25,2024-10-25,143019374,132288729,0,-10730645,-0.0750293103646223
P2669,Commercial,Gamuda,2023-08-10,2024-07-15,2024-07-15,18897082,18302803,0,-594279,-0.0314481886674355
P2670,Residential,UEM,2024-01-08,2024-07-02,2024-07-02,42930510,47323887,0,4393377,0.102336939393452
P2672,Industrial,UEM,2023-06-21,2024-10-08,2024-10-08,63045111,65896884,0,2851773,0.0452338485057152
P2673,Commercial,IJM,2022-09-17,2023-10-23,2023-10-23,74300633,87177605,0,12876972,0.173309048389938
P2674,Residential,Unknown,2023-07-05,2023-12-15,2023-12-15,73605042,73605042,0,0,0
P2675,Industrial,Sunway,2022-08-14,2023-03-19,2023-03-19,80145936,85062442,0,4916506,0.0613444205081091
P2676,Industrial,WCT,2023-02-02,2024-01-08,2024-04-27,147241115,147241115,110,0,0
P2677,Commercial,SP Setia,2024-03-13,2025-10-31,2025-10-31,78179531,88149151,0,9969620,0.127522125964148
P2678,Industrial,Unknown,2024-05-18,2025-02-26,2025-06-30,104172672,104172672,124,0,0
P2679,Industrial,SP Setia,2023-03-06,2024-12-25,2024-12-25,11161512,11161512,0,0,0
P2680,Commercial,UEM,2022-03-24,2023-05-03,2023-10-12,100484370,100484370,162,0,0
P2681,Infrastructure,Unknown,2022-03-02,2024-01-23,2024-01-23,17436620,17436620,0,0,0
P2682,Industrial,SP Setia,2023-01-01,2024-08-31,2024-08-31,82981771,84657326,0,1675555,0.0201918443027686
P2683,Residential,WCT,2022-09-09,2023-11-23,2023-11-23,39932493,41946809,0,2014316,0.0504430314430907
P2684,Industrial,IJM,2023-04-23,2023-08-20,2023-08-20,23827951,23492696,0,-335255,-0.0140698207747699
P2685,Infrastructure,UEM,2022-03-22,2024-02-24,2024-02-24,112133185,139916026,0,27782841,0.247766448442537
P2686,Industrial,IJM,2024-02-06,2025-08-07,2025-10-26,142222208,142222208,80,0,0
P2687,Industrial,Unknown,2023-06-07,2024-10-27,2025-03-16,5815654,5815654,140,0,0
P2688,Residential,IJM,2023-07-15,2024-03-11,2024-03-11,105089903,108148128,0,3058225,0.0291010355200347
P2689,Industrial,WCT,2022-10-10,2023-06-25,2023-06-25,6571527,6571527,0,0,0
P2690,Commercial,IJM,2024-05-25,2024-09-09,2024-09-09,134165423,150010306,0,15844883,0.118099601564257
P2691,Infrastructure,Unknown,2022-09-17,2023-02-10,2023-02-10,63057611,68491723,0,5434112,0.0861769406392513
P2692,Commercial,WCT,2022-11-11,2024-05-15,2024-05-15,29236683,33816063,0,4579380,0.15663131142476
P2693,Residential,Sunway,2023-04-12,2024-05-12,2024-05-12,5714778,6354819,0,640041,0.1119975264131
P2694,Industrial,WCT,2024-01-10,2024-11-26,2025-04-14,97957835,97957835,139,0,0
P2695,Unknown,UEM,2024-06-06,2026-01-25,2026-01-25,30638817,37970106,0,7331289,0.239281072764657
P2696,Unknown,IJM,2022-01-09,2022-08-31,2022-08-31,105364809,128044130,0,22679321,0.215245689858366
P2697,Unknown,SP Setia,2022-12-24,2023-10-25,2023-10-25,143241955,143241955,0,0,0
P2698,Unknown,Unknown,2022-12-18,2023-05-16,2023-05-16,86493933,98351890,0,11857957,0.137095823819227
P2699,Unknown,UEM,2022-12-05,2024-03-08,2024-03-08,106143740,123685525,0,17541785,0.165264432928404
P2700,Residential,UEM,2024-05-24,2024-11-29,2024-11-29,88496575,109214319,0,20717744,0.234107862366425
P2701,Commercial,IJM,2023-06-30,2023-12-03,2024-02-17,55755399,66964523,76,11209124,0.201041050750978
P2702,Commercial,IJM,2023-12-07,2025-11-18,2025-11-18,129368906,127396928,0,-1971978,-0.0152430600286594
P2703,Residential,UEM,2023-06-12,2024-07-27,2024-09-14,73234285,73234285,49,0,0
P2704,Commercial,Gamuda,2022-09-13,2023-03-07,2023-03-07,102292609,93995741,0,-8296868,-0.0811091640061698
P2705,Residential,Unknown,2022-07-14,2022-12-11,2022-12-11,7754883,7754883,0,0,0
P2707,Infrastructure,Sunway,2022-11-30,2024-01-04,2024-01-04,54328253,50764220,0,-3564033,-0.0656018333591548
P2709,Industrial,Sunway,2022-01-18,2022-06-17,2022-06-17,47959684,47959684,0,0,0
P2711,Residential,Gamuda,2024-05-05,2026-03-08,2026-03-08,13181104,14776011,0,1594907,0.120999500497075
P2712,Residential,UEM,2022-12-20,2024-10-22,2024-10-22,115911257,115911257,0,0,0
P2713,Commercial,WCT,2022-06-11,2023-02-05,2023-02-05,128534489,128534489,0,0,0
P2714,Commercial,Gamuda,2024-04-04,2025-01-14,2025-06-15,37775064,41392641,152,3617577,0.0957662705746839
P2715,Industrial,Gamuda,2022-12-06,2024-08-11,2024-08-11,44572714,54900381,0,10327667,0.231703795286058
P2716,Industrial,WCT,2022-10-22,2024-08-07,2024-08-07,53836159,56338364,0,2502205,0.0464781486361239
P2717,Industrial,Unknown,2023-04-07,2024-08-17,2024-08-17,16182497,14696180,0,-1486317,-0.091847197623457
P2718,Commercial,UEM,2023-12-06,2024-11-25,2024-11-25,30630255,30630255,0,0,0
P2719,Industrial,UEM,2023-06-12,2025-04-04,2025-04-04,141542141,149324004,0,7781863,0.0549791245562691
P2720,Residential,IJM,2022-03-17,2023-01-11,2023-01-11,116854494,141366731,0,24512237,0.209767174208978
P2721,Industrial,IJM,2024-03-29,2025-01-11,2025-06-12,7448537,9820096,152,2371559,0.318392591726402
P2722,Unknown,SP Setia,2024-02-11,2025-12-23,2025-12-23,62530833,60814991,0,-1715842,-0.0274399351116912
P2723,Industrial,Gamuda,2024-01-18,2024-12-24,2024-12-24,82805553,91598878,0,8793325,0.106192455474574
P2724,Industrial,UEM,2023-01-06,2023-11-30,2024-02-26,47570817,47570817,88,0,0
P2725,Unknown,WCT,2023-10-17,2024-03-12,2024-03-12,64341060,74349556,0,10008496,0.155553794109081
P2726,Commercial,Sunway,2024-06-04,2026-02-06,2026-06-28,181833695,181833695,142,0,0
P2727,Residential,UEM,2023-01-12,2024-10-10,2024-10-10,47641046,45624037,0,-2017009,-0.0423376304542096
P2728,Unknown,WCT,2022-06-07,2023-05-14,2023-05-14,17474666,17474666,0,0,0
P2729,Infrastructure,UEM,2023-11-29,2025-05-04,2025-09-15,137931669,173433175,134,35501506,0.257384734465875
P2730,Commercial,SP Setia,2023-05-07,2024-05-06,2024-05-06,92363334,98480590,0,6117256,0.0662303506714039
P2731,Unknown,Sunway,2023-10-14,2024-08-04,2024-09-03,91537475,91537475,30,0,0
P2732,Infrastructure,Unknown,2023-05-31,2025-01-10,2025-01-10,127770029,127770029,0,0,0
P2733,Unknown,Unknown,2023-12-02,2024-08-08,2024-12-05,91766536,91766536,119,0,0
P2734,Infrastructure,Unknown,2023-03-11,2024-02-27,2024-02-27,76999978,78883201,0,1883223,0.024457448546284
P2735,Residential,UEM,2022-11-15,2023-06-07,2023-11-20,123272585,123272585,166,0,0
P2736,Infrastructure,Unknown,2022-12-26,2024-08-23,2024-08-23,34596962,33458200,0,-1138762,-0.0329150865905509
P2737,Infrastructure,Sunway,2023-10-30,2024-07-04,2024-07-04,43811341,43735438,0,-75903,-0.00173249661543115
P2738,Residential,IJM,2023-05-07,2024-08-29,2024-08-29,19588959,19588959,0,0,0
P2739,Residential,SP Setia,2024-04-03,2025-12-02,2025-12-02,7176114,6952127,0,-223987,-0.0312128541993619
P2740,Residential,SP Setia,2024-06-10,2025-04-20,2025-04-20,114506758,114506758,0,0,0
P2741,Unknown,Unknown,2022-12-01,2023-11-23,2024-02-10,9233902,10805504,79,1571602,0.170199120588458
P2742,Industrial,WCT,2023-05-12,2024-05-09,2024-05-09,138082946,138082946,0,0,0
P2743,Industrial,Sunway,2023-10-02,2025-08-09,2025-08-09,54752186,54752186,0,0,0
P2744,Commercial,UEM,2024-04-02,2025-11-26,2025-11-26,50825285,61387675,0,10562390,0.207817624633094
P2745,Industrial,Sunway,2024-05-31,2024-09-18,2025-02-02,96317475,126411498,137,30094023,0.312446137110633
