Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P2302,Project_2302,Commercial,,2023-09-15,2023-12-23,2023-12-23,RM91189825,RM 92547594,0.0
P2303,Project_2303,Residential,,2022-02-28,2023-08-25,2023-11-25,23640170,30693395,92.0
P2304,Project_2304,Commercial,,2024-03-18,2025-04-03,2025-04-03,"46,533,800",,0.0
P2305,Project_2305,Industrial,,2023-04-06,2024-10-25,2024-10-25,59694269,,0.0
P2306,Project_2306,Residential,SP Setia,2022-11-02,2024-06-03,2024-06-20,,"6,140,735",17.0
P2307,Project_2307,Residential,,2023-09-22,2024-11-05,2024-11-05,140136678,RM 132757811,
P2308,Project_2308,Infrastructure,Sunway,2024-03-21,2025-04-19,2025-04-19,,157003318.00,0.0
P2309,Project_2309,Residential,Gamuda,2023-03-15,2024-09-19,2024-09-19,"104,656,734",94279717.00,0.0
P2310,Project_2310,Industrial,IJM,2022-09-08,2024-01-25,2024-01-25,RM100785870,118710748.00,
P2311,Project_2311,,UEM,2022-10-17,2024-08-24,2024-08-24,89573618,"100,859,097",0.0
P2312,Project_2312,,,2023-08-25,2025-06-29,2025-06-29,RM79570390,88271803,
P2313,Project_2313,Commercial,,2022-02-05,2023-12-30,2023-12-30,"89,176,714",,0.0
P2314,Project_2314,Industrial,IJM,2024-03-04,2025-08-22,2025-08-22,RM39241354,38372201abc,0.0
P2315,Project_2315,,WCT,2022-05-14,2022-11-23,2022-11-23,RM148255265,137302231,
P2316,Project_2316,Industrial,Sunway,2023-07-30,2024-10-09,2024-10-09,,,0.0
P2317,Project_2317,Infrastructure,,2022-05-21,2023-03-04,2023-03-04,"86,654,249",,
P2318,Project_2318,Commercial,UEM,2024-01-03,2025-07-18,2025-12-04,"22,237,308",31233032abc,139.0
P2319,Project_2319,Industrial,Gamuda,2023-04-07,2024-12-25,2024-12-25,134675497,RM 152189044,
P2320,Project_2320,Industrial,Gamuda,2023-01-29,2023-07-16,2023-07-16,RM104342025,110982197abc,0.0
P2321,Project_2321,,UEM,2024-02-11,2025-04-08,2025-08-27,"124,137,771",158067792.00,141.0
P2322,Project_2322,,Sunway,2022-01-04,2023-07-03,2023-07-03,111024344,101891853abc,0.0
P2323,Project_2323,Industrial,,2023-03-04,2023-08-26,2023-12-12,RM40543128,RM 43732107,108.0
P2324,Project_2324,Infrastructure,IJM,2022-10-12,2023-12-14,2023-12-14,,RM 130260266,
P2325,Project_2325,Infrastructure,,2022-06-26,2023-06-11,2023-10-19,,74929399abc,130.0
P2326,Project_2326,Infrastructure,IJM,2024-04-07,2025-12-31,2025-12-31,RM20432310,RM 21354892,0.0
P2327,Project_2327,Infrastructure,Gamuda,2022-06-07,2023-03-03,2023-03-03,,80727996abc,0.0
P2328,Project_2328,Infrastructure,,2022-05-28,2023-03-20,2023-03-20,"114,128,647",142585374,
P2329,Project_2329,Infrastructure,Sunway,2024-06-07,2024-10-17,2024-11-12,RM10336457,11224334,26.0
P2330,Project_2330,,UEM,2022-08-06,2024-04-11,2024-10-02,21310980,RM 27363021,174.0
P2331,Project_2331,Residential,,2022-02-01,2024-01-15,2024-01-15,,68424855abc,0.0
P2332,Project_2332,Residential,UEM,2023-09-03,2025-04-11,2025-09-15,RM41219853,"51,344,813",157.0
P2333,Project_2333,Commercial,SP Setia,2023-01-07,2024-05-09,2024-05-09,,148007604,0.0
P2334,Project_2334,Commercial,WCT,2024-02-11,2025-06-01,2025-06-01,,RM 128278999,0.0
P2335,Project_2335,,WCT,2023-11-25,2024-03-13,2024-03-13,"17,121,845",21297980,
P2336,Project_2336,Infrastructure,WCT,2022-10-04,2023-06-01,2023-06-01,"67,617,477",69228191abc,0.0
P2337,Project_2337,Industrial,,2023-09-18,2024-01-03,2024-01-03,,86986164abc,0.0
P2338,Project_2338,Residential,,2022-10-20,2024-07-16,2024-11-14,RM102327766,143274904,121.0
P2339,Project_2339,,SP Setia,2024-01-26,2025-01-23,2025-01-23,"59,080,777",,0.0
P2340,Project_2340,Commercial,,2024-03-16,2025-11-28,2025-11-28,"79,209,977","82,940,736",
P2341,Project_2341,,UEM,2022-02-01,2023-05-06,2023-10-03,RM80148742,90221980.00,150.0
P2342,Project_2342,Infrastructure,IJM,2022-04-12,2023-10-08,2023-10-08,108065546,"129,159,782",0.0
P2343,Project_2343,Infrastructure,WCT,2024-04-11,2026-01-03,2026-02-05,RM139392945,166039277.00,33.0
P2344,Project_2344,Commercial,,2023-03-01,2024-12-11,2024-12-11,"117,852,538",115784025.00,0.0
P2345,Project_2345,,Gamuda,2022-05-02,2023-11-04,2023-11-04,,"14,803,865",
P2346,Project_2346,Industrial,SP Setia,2022-02-06,2023-07-19,2023-07-19,,RM 151695601,0.0
P2347,Project_2347,,Gamuda,2023-12-22,2024-12-11,2025-01-08,117935968,122279617abc,28.0
P2348,Project_2348,,Gamuda,2024-05-13,2025-11-17,2026-01-19,,RM 161546953,63.0
P2349,Project_2349,Commercial,,2023-07-26,2025-06-09,2025-06-09,,,0.0
P2350,Project_2350,Commercial,Gamuda,2024-04-26,2026-02-08,2026-02-08,75752753,"79,930,733",
P2351,Project_2351,Residential,Gamuda,2023-12-03,2025-07-05,2025-07-05,"45,517,024",47324133,0.0
P2352,Project_2352,Residential,Sunway,2023-10-10,2024-12-14,2024-12-14,,34911023abc,
P2353,Project_2353,Residential,Gamuda,2024-04-15,2024-08-10,2025-02-02,6890547,9056648abc,176.0
P2354,Project_2354,,UEM,2023-04-11,2025-03-01,2025-03-01,,"148,390,684",0.0
P2355,Project_2355,Infrastructure,Gamuda,2022-08-18,2023-08-24,2024-01-11,"86,547,515",105841364,140.0
P2356,Project_2356,Commercial,SP Setia,2023-03-07,2024-10-19,2025-01-20,"142,179,238",,93.0
P2357,Project_2357,Residential,SP Setia,2022-12-29,2024-06-27,2024-07-10,"123,718,046","116,642,919",13.0
P2358,Project_2358,Residential,,2022-12-04,2024-02-15,2024-02-15,"90,440,788",RM 110045990,0.0
P2359,Project_2359,Infrastructure,UEM,2023-09-25,2025-09-01,2025-09-01,RM78510634,78357918,
P2360,Project_2360,Commercial,UEM,2022-04-18,2022-10-03,2022-10-03,87830799,,0.0
P2361,Project_2361,,IJM,2023-10-26,2024-12-19,2024-12-19,,RM 118767463,0.0
P2362,Project_2362,Infrastructure,WCT,2024-02-01,2024-06-08,2024-11-14,"125,885,678","161,393,665",159.0
P2363,Project_2363,Commercial,,2023-01-01,2024-06-10,2024-06-10,75707131,RM 80670494,0.0
P2364,Project_2364,Industrial,UEM,2024-01-14,2025-06-24,2025-06-24,RM22822411,28029825abc,0.0
P2365,Project_2365,Commercial,Sunway,2024-02-16,2025-10-08,2025-10-08,,RM 45475682,0.0
P2366,Project_2366,Residential,Sunway,2023-11-10,2025-05-02,2025-05-02,"141,645,447",,0.0
P2367,Project_2367,Commercial,UEM,2023-08-02,2024-01-29,2024-01-29,"103,861,760",,
P2368,Project_2368,,UEM,2022-06-29,2023-07-31,2023-09-02,RM105085700,,33.0
P2369,Project_2369,Infrastructure,,2023-08-21,2025-02-04,2025-02-04,,130888503.00,0.0
P2370,Project_2370,Infrastructure,IJM,2022-06-30,2023-01-31,2023-01-31,,,
P2371,Project_2371,,IJM,2023-03-11,2023-08-13,2023-08-13,95374195,"91,229,870",0.0
P2372,Project_2372,Industrial,,2023-02-19,2024-12-18,2024-12-18,RM81954877,RM 76595737,0.0
P2373,Project_2373,Commercial,Sunway,2023-12-17,2024-05-14,2024-05-14,59598606,RM 70552916,0.0
P2374,Project_2374,Infrastructure,Gamuda,2023-07-03,2024-11-18,2024-11-18,,"53,720,584",0.0
P2375,Project_2375,Industrial,IJM,2023-08-12,2025-07-01,2025-07-01,,35059379.00,0.0
P2376,Project_2376,Commercial,WCT,2023-09-07,2024-12-26,2025-04-21,,RM 129884258,116.0
P2377,Project_2377,Residential,UEM,2022-06-28,2022-10-28,2022-10-28,40873583,RM 50789388,0.0
P2378,Project_2378,Residential,,2024-01-13,2025-07-04,2025-07-04,64245638,68799224abc,
P2379,Project_2379,Infrastructure,WCT,2024-06-03,2025-12-08,2025-12-08,92885186,93493600.00,0.0
P2380,Project_2380,Industrial,WCT,2022-01-28,2022-10-13,2022-10-13,RM99076388,99712053.00,0.0
P2381,Project_2381,Residential,SP Setia,2022-05-24,2023-09-11,2023-09-11,"108,006,765",125618646.00,0.0
P2382,Project_2382,Industrial,,2024-01-23,2025-05-17,2025-05-17,,"96,069,973",0.0
P2383,Project_2383,Residential,Sunway,2024-05-21,2025-05-15,2025-05-15,RM17074548,20908687abc,0.0
P2384,Project_2384,Infrastructure,,2024-01-31,2025-04-07,2025-04-07,RM60911418,RM 71487368,0.0
P2385,Project_2385,Commercial,IJM,2023-05-08,2023-12-28,2023-12-28,"148,866,285",134021006.00,
P2386,Project_2386,Commercial,SP Setia,2022-09-16,2023-12-19,2024-03-08,"27,465,912",31200623abc,80.0
P2387,Project_2387,Residential,Sunway,2022-04-06,2022-10-30,2022-10-30,"127,940,334",RM 136038298,
P2388,Project_2388,Industrial,IJM,2024-06-14,2024-09-20,2024-09-20,,,0.0
P2389,Project_2389,Commercial,IJM,2023-06-11,2024-03-25,2024-03-25,,,
P2390,Project_2390,Industrial,,2022-11-16,2023-09-13,2023-09-13,,"85,007,482",0.0
P2391,Project_2391,,SP Setia,2022-06-24,2023-01-06,2023-01-19,,24453210abc,13.0
P2392,Project_2392,Commercial,,2023-03-10,2024-04-11,2024-04-11,126907684,132274756abc,0.0
P2393,Project_2393,Commercial,UEM,2024-04-21,2026-03-04,2026-03-04,RM70603240,RM 81371653,0.0
P2394,Project_2394,Infrastructure,SP Setia,2022-01-13,2023-05-31,2023-05-31,,52652876abc,0.0
P2395,Project_2395,Residential,,2023-12-14,2024-04-01,2024-04-01,"50,150,757",RM 46813312,0.0
P2396,Project_2396,Residential,IJM,2023-02-23,2024-09-26,2024-09-26,"89,567,126",90634360abc,0.0
P2397,Project_2397,Commercial,WCT,2024-05-30,2025-10-13,2025-10-13,"60,245,804","65,171,342",0.0
P2398,Project_2398,Commercial,Gamuda,2022-02-08,2022-06-10,2022-06-10,,RM 38492913,0.0
P2399,Project_2399,Commercial,IJM,2022-04-08,2024-03-26,2024-03-26,"35,567,225",RM 35197649,0.0
P2400,Project_2400,Commercial,UEM,2022-07-17,2023-06-05,2023-06-05,"102,607,749",105951874,0.0
P2401,Project_2401,Commercial,,2024-01-21,2025-12-23,2025-12-23,RM115520362,"117,442,597",0.0
P2402,Project_2402,Industrial,UEM,2022-11-02,2023-12-02,2024-05-16,,141241674abc,166.0
P2403,Project_2403,Commercial,WCT,2022-10-02,2023-06-27,2023-06-27,,,
P2404,Project_2404,Residential,SP Setia,2023-11-09,2025-09-15,2025-09-15,,RM 62634638,0.0
P2405,Project_2405,Industrial,,2023-12-06,2024-09-02,2024-12-19,RM104569773,131917391,108.0
P2406,Project_2406,Infrastructure,,2022-06-11,2023-09-22,2023-09-22,21261463,RM 22235120,
P2407,Project_2407,Industrial,WCT,2024-03-12,2025-06-23,2025-06-23,RM113533764,"129,915,461",0.0
P2408,Project_2408,Commercial,SP Setia,2024-02-23,2025-06-30,2025-06-30,,,0.0
P2409,Project_2409,,Sunway,2024-02-05,2025-01-15,2025-01-15,,68126858.00,0.0
P2410,Project_2410,Commercial,UEM,2022-11-01,2023-05-15,2023-08-19,,,96.0
P2411,Project_2411,,Gamuda,2022-11-28,2023-11-30,2023-11-30,"115,279,804",123934314.00,0.0
P2412,Project_2412,,IJM,2023-02-27,2023-09-08,2023-09-08,"44,490,878",,
P2413,Project_2413,Industrial,IJM,2023-03-02,2023-09-06,2023-09-06,"139,242,710",144503020abc,0.0
P2414,Project_2414,Residential,IJM,2022-01-30,2023-01-05,2023-01-20,"60,893,430",63764105.00,15.0
P2415,Project_2415,Industrial,WCT,2022-10-08,2024-07-08,2024-12-22,"134,378,790",206785355,167.0
P2416,Project_2416,Industrial,,2023-08-11,2024-06-08,2024-06-08,RM37879608,"39,371,350",0.0
P2417,Project_2417,Industrial,WCT,2022-07-08,2023-09-02,2023-09-02,"43,694,926",,0.0
P2418,Project_2418,Residential,UEM,2022-12-19,2024-05-07,2024-05-07,RM34228531,39767320abc,0.0
P2419,Project_2419,Industrial,WCT,2023-02-09,2024-12-16,2024-12-16,,,
P2420,Project_2420,Commercial,SP Setia,2023-08-04,2025-02-15,2025-02-15,"115,058,004",130623306.00,
P2421,Project_2421,Residential,,2022-08-14,2024-07-18,2024-07-18,33153311,RM 31084632,0.0
P2422,Project_2422,Commercial,UEM,2024-03-05,2025-02-10,2025-02-10,"78,043,610",71164891,
P2423,Project_2423,,IJM,2022-10-06,2023-10-09,2023-12-13,RM117544800,"145,029,794",65.0
P2424,Project_2424,Industrial,UEM,2022-10-16,2023-03-01,2023-03-01,,70250799,
P2425,Project_2425,Residential,Gamuda,2022-02-08,2022-07-23,2022-07-23,29465448,RM 26626383,
P2426,Project_2426,Residential,,2024-05-18,2025-07-01,2025-07-01,,16861572.00,0.0
P2427,Project_2427,,SP Setia,2023-07-12,2023-11-12,2023-11-12,RM15618099,"14,845,515",
P2428,Project_2428,Industrial,IJM,2022-11-06,2024-08-23,2024-08-23,21082966,20431894.00,0.0
P2429,Project_2429,Residential,,2023-05-13,2025-04-07,2025-04-07,107584645,109023473.00,0.0
P2430,Project_2430,Industrial,Gamuda,2022-04-29,2023-02-21,2023-02-21,RM88063880,"104,436,688",0.0
P2431,Project_2431,Infrastructure,SP Setia,2022-06-15,2024-02-28,2024-02-28,,78233559abc,0.0
P2432,Project_2432,Industrial,,2022-05-20,2023-12-27,2023-12-27,RM62210779,66363528abc,
P2433,Project_2433,Industrial,WCT,2022-10-29,2024-04-09,2024-04-09,24259598,28529682,
P2434,Project_2434,Commercial,IJM,2023-09-22,2024-04-12,2024-10-07,"37,779,788","58,517,410",178.0
P2435,Project_2435,Industrial,,2022-12-23,2024-01-07,2024-01-07,68744990,RM 69943242,0.0
P2436,Project_2436,Infrastructure,Sunway,2023-11-09,2024-08-14,2024-08-14,"114,124,369",RM 135231906,0.0
P2437,Project_2437,Industrial,WCT,2024-02-15,2025-10-05,2025-10-05,5541327,5691770.00,0.0
P2438,Project_2438,Residential,Gamuda,2023-06-18,2025-03-07,2025-06-16,"109,804,378",131464013abc,101.0
P2439,Project_2439,Infrastructure,SP Setia,2023-01-14,2023-07-31,2023-07-31,"121,148,235",148852175.00,0.0
P2440,Project_2440,Industrial,,2024-03-07,2025-11-03,2025-11-03,"54,454,243",62815356.00,0.0
P2441,Project_2441,Residential,IJM,2022-05-17,2023-08-20,2023-08-20,11949883,14410216.00,0.0
P2442,Project_2442,Commercial,WCT,2022-10-29,2023-11-04,2023-11-04,,,0.0
P2443,Project_2443,,Gamuda,2022-02-11,2023-10-18,2023-10-18,,7169210.00,0.0
P2444,Project_2444,Commercial,IJM,2023-11-20,2024-11-22,2024-12-27,"41,393,298",38684715.00,35.0
P2445,Project_2445,,Sunway,2022-05-05,2023-07-28,2023-07-28,"42,582,841","46,554,754",0.0
P2446,Project_2446,,WCT,2022-10-18,2023-01-29,2023-01-29,RM131444496,"125,455,967",0.0
P2447,Project_2447,Commercial,SP Setia,2022-02-02,2022-05-04,2022-05-04,15472666,16926874.00,0.0
P2448,Project_2448,Infrastructure,,2024-03-11,2024-09-21,2024-09-21,"98,154,960",RM 116717528,0.0
P2449,Project_2449,Residential,SP Setia,2022-05-30,2023-02-12,2023-02-12,RM40232689,36317224.00,
P2450,Project_2450,Residential,Gamuda,2023-05-17,2025-03-06,2025-03-06,129651027,118011441abc,
P2451,Project_2451,,IJM,2022-11-04,2023-05-17,2023-05-17,"93,430,255",RM 86611757,0.0
P2452,Project_2452,,Gamuda,2023-11-03,2024-10-26,2025-01-17,"115,055,960",,83.0
P2453,Project_2453,,Gamuda,2022-06-29,2022-12-23,2022-12-23,,RM 63486558,
P2454,Project_2454,Infrastructure,UEM,2023-11-21,2024-10-08,2024-10-08,,,
P2455,Project_2455,Industrial,SP Setia,2024-04-21,2025-09-05,2025-09-05,RM8688514,RM 8829066,
P2456,Project_2456,,,2023-08-30,2025-07-05,2025-07-05,,96683134,0.0
P2457,Project_2457,Industrial,IJM,2023-08-04,2023-12-22,2023-12-22,46131343,54451173.00,0.0
P2458,Project_2458,Industrial,Gamuda,2024-01-16,2024-06-03,2024-06-03,RM117844527,RM 115692082,0.0
P2459,Project_2459,Infrastructure,Gamuda,2022-03-26,2023-08-06,2023-08-06,124228120,152086924.00,0.0
P2460,Project_2460,,,2022-05-24,2023-08-23,2023-08-23,"142,446,540",152078592.00,0.0
P2461,Project_2461,Commercial,UEM,2022-10-30,2023-10-30,2024-01-25,RM138921681,150696128,87.0
P2462,Project_2462,Residential,,2024-02-01,2024-09-22,2024-09-22,RM62067192,55964038,0.0
P2463,Project_2463,Infrastructure,SP Setia,2023-12-28,2024-08-03,2024-08-03,93850528,115417744.00,0.0
P2464,Project_2464,Residential,Sunway,2022-11-19,2024-05-31,2024-05-31,,15172602abc,
P2465,Project_2465,,SP Setia,2022-10-12,2023-06-27,2023-10-09,"21,491,095","26,649,511",104.0
P2466,Project_2466,,,2023-11-23,2025-10-27,2025-10-27,"53,662,820",RM 64229738,0.0
P2467,Project_2467,Industrial,Sunway,2022-08-20,2023-01-04,2023-01-04,42533035,,0.0
P2468,Project_2468,Industrial,Sunway,2022-04-12,2023-11-20,2023-11-20,,38432495,0.0
P2469,Project_2469,Residential,,2022-05-03,2023-08-03,2023-08-03,,"54,039,299",
P2470,Project_2470,Infrastructure,SP Setia,2022-08-15,2023-03-22,2023-03-22,62834106,"61,622,654",0.0
P2471,Project_2471,Commercial,UEM,2022-01-08,2022-10-14,2022-10-14,"117,202,490",129481036,0.0
P2472,Project_2472,Commercial,SP Setia,2023-01-18,2023-12-05,2023-12-05,135785397,125143618,
P2473,Project_2473,Industrial,IJM,2023-03-17,2023-09-24,2023-09-24,RM54447384,,0.0
P2474,Project_2474,Commercial,Gamuda,2023-06-11,2024-09-20,2024-09-20,"87,974,568",93017619abc,
P2475,Project_2475,Industrial,IJM,2022-10-20,2024-01-05,2024-01-05,,,0.0
P2476,Project_2476,Residential,WCT,2022-10-19,2023-12-22,2023-12-22,123404771,147253159.00,0.0
P2477,Project_2477,Industrial,,2024-02-15,2025-05-11,2025-05-11,,37470481.00,
P2478,Project_2478,Residential,Sunway,2022-12-15,2023-05-13,2023-05-13,"131,414,684",153214148,0.0
P2479,Project_2479,Commercial,Sunway,2023-07-22,2024-01-16,2024-01-16,132987364,138622412,0.0
P2480,Project_2480,Industrial,,2022-09-09,2023-02-16,2023-03-27,133435743,158539278.00,39.0
P2481,Project_2481,,SP Setia,2023-10-10,2025-03-20,2025-03-20,71055105,68884220.00,0.0
P2482,Project_2482,Industrial,UEM,2023-08-23,2024-04-28,2024-04-28,RM106616455,RM 115240218,0.0
P2483,Project_2483,Commercial,,2023-05-25,2023-11-16,2023-11-16,45861756,44366561,0.0
P2484,Project_2484,Commercial,Sunway,2024-04-30,2025-07-08,2025-07-08,149384451,"170,882,617",
P2485,Project_2485,Industrial,WCT,2022-09-23,2024-03-13,2024-03-13,"139,809,586","144,422,784",
P2486,Project_2486,Infrastructure,UEM,2022-04-16,2023-11-29,2023-11-29,59144891,RM 63517254,
P2487,Project_2487,Infrastructure,Sunway,2023-06-21,2024-02-08,2024-02-08,,35597927,0.0
P2488,Project_2488,Residential,Sunway,2023-12-19,2025-05-30,2025-05-30,RM54389201,"65,431,814",0.0
P2489,Project_2489,Infrastructure,,2023-05-15,2024-02-16,2024-02-16,,"115,581,818",0.0
P2490,Project_2490,Commercial,Sunway,2022-11-18,2024-03-17,2024-08-31,,RM 134324897,167.0
P2491,Project_2491,Residential,,2022-10-13,2024-08-24,2024-08-24,RM37296472,"38,877,044",0.0
P2492,Project_2492,Residential,,2023-08-16,2024-03-25,2024-08-27,"92,775,989",127729678,155.0
P2493,Project_2493,Residential,,2024-02-24,2024-09-30,2025-02-01,RM137121251,,124.0
P2494,Project_2494,Infrastructure,Gamuda,2023-08-22,2024-06-27,2024-06-27,,RM 46451645,0.0
P2495,Project_2495,Infrastructure,SP Setia,2022-07-10,2023-03-07,2023-03-07,137453489,,0.0
P2496,Project_2496,Industrial,Gamuda,2023-05-20,2025-03-20,2025-03-20,105282201,,0.0
P2497,Project_2497,Commercial,UEM,2022-07-28,2023-06-18,2023-06-18,"147,190,202",147545184abc,
P2498,Project_2498,Industrial,,2023-04-01,2023-12-06,2023-12-06,,89109015.00,
P2499,Project_2499,Commercial,Gamuda,2022-01-13,2023-05-22,2023-07-21,,82066438abc,60.0
P2500,Project_2500,,WCT,2022-04-26,2022-10-01,2022-10-01,RM12265643,,0.0
P2501,Project_2501,,,2022-05-10,2023-09-09,2023-09-09,,69385651.00,
P2502,Project_2502,Industrial,Gamuda,2022-01-24,2023-09-27,2023-09-27,"113,842,975",131946644,
P2503,Project_2503,Residential,SP Setia,2024-05-22,2025-07-29,2025-07-29,"81,783,353",98700061abc,0.0
P2504,Project_2504,Residential,UEM,2023-03-06,2024-03-16,2024-03-16,RM35527722,33785086abc,0.0
P2505,Project_2505,Industrial,SP Setia,2023-01-19,2023-06-09,2023-06-09,25789059,26205057.00,0.0
P2506,Project_2506,Infrastructure,WCT,2024-03-16,2025-12-09,2025-12-09,18096313,19605055abc,0.0
P2507,Project_2507,,SP Setia,2023-10-16,2024-03-23,2024-03-23,,19822866.00,0.0
P2508,Project_2508,Industrial,WCT,2022-03-19,2023-01-21,2023-01-21,"145,241,602",135954815abc,0.0
P2509,Project_2509,Industrial,SP Setia,2023-04-15,2024-06-05,2024-06-05,18405312,20587499,
P2510,Project_2510,Residential,Gamuda,2023-01-26,2024-02-08,2024-02-08,135743706,RM 143587118,0.0
P2511,Project_2511,Industrial,IJM,2022-06-08,2023-12-23,2023-12-23,"113,662,254",123265617abc,0.0
P2512,Project_2512,Residential,IJM,2023-03-23,2023-09-24,2023-09-24,,150461306abc,0.0
P2513,Project_2513,Commercial,Sunway,2023-08-06,2025-06-10,2025-10-18,"122,719,880",156125338abc,130.0
P2514,Project_2514,Infrastructure,UEM,2023-02-28,2023-08-04,2023-08-04,"91,126,865",92629894abc,0.0
P2515,Project_2515,,SP Setia,2022-09-19,2023-12-18,2023-12-18,"22,978,155",24074068.00,
P2516,Project_2516,Residential,,2022-09-10,2023-12-17,2023-12-17,"141,681,928",135409361.00,0.0
P2517,Project_2517,Industrial,,2024-03-06,2025-10-10,2025-10-10,,RM 16886289,
P2518,Project_2518,Industrial,Sunway,2023-09-12,2024-07-11,2024-07-11,"6,734,112","7,275,557",0.0
P2519,Project_2519,Commercial,SP Setia,2023-05-06,2024-08-31,2024-08-31,64586919,RM 59702296,
P2520,Project_2520,Commercial,Gamuda,2022-05-09,2024-01-19,2024-01-19,,117507253abc,0.0
P2521,Project_2521,Industrial,,2023-07-03,2025-04-30,2025-04-30,"7,140,170","8,339,247",0.0
P2522,Project_2522,,,2023-04-26,2024-11-02,2024-11-02,,,0.0
P2523,Project_2523,Commercial,WCT,2022-07-23,2022-10-22,2022-10-22,7313949,6794881,0.0
P2524,Project_2524,Industrial,,2022-05-25,2023-03-09,2023-03-09,RM136227309,154922283,0.0
P2525,Project_2525,Industrial,SP Setia,2023-04-26,2023-10-29,2024-04-14,37295343,49487736.00,168.0
P2526,Project_2526,,,2023-12-28,2025-12-11,2025-12-11,112041579,RM 118690197,0.0
P2527,Project_2527,Commercial,WCT,2023-06-21,2024-05-16,2024-05-16,"76,407,661",RM 85213463,0.0
P2528,Project_2528,Residential,IJM,2022-05-22,2023-09-12,2023-09-12,"128,183,160","158,308,226",0.0
P2529,Project_2529,Commercial,,2024-02-18,2025-02-06,2025-02-06,,RM 8794472,
P2530,Project_2530,Residential,IJM,2022-02-21,2022-09-15,2022-12-19,35679327,45523285,95.0
P2531,Project_2531,Infrastructure,,2023-02-11,2023-10-14,2023-10-14,"13,249,023",RM 12548051,0.0
P2532,Project_2532,Infrastructure,,2022-12-11,2024-11-12,2024-11-12,"59,575,100",59644078abc,
P2533,Project_2533,Industrial,UEM,2022-04-02,2024-03-06,2024-03-06,RM81151927,86442852,0.0
P2534,Project_2534,Commercial,IJM,2023-12-29,2025-08-27,2025-12-20,81136663,"90,893,240",115.0
P2535,Project_2535,Industrial,SP Setia,2023-05-22,2024-01-09,2024-07-05,RM118624063,"158,248,922",178.0
P2536,Project_2536,Residential,,2022-09-28,2024-08-24,2024-10-15,"39,503,536",37358122,52.0
P2537,Project_2537,,SP Setia,2023-11-12,2024-03-31,2024-03-31,106197566,107458167abc,0.0
P2538,Project_2538,Commercial,UEM,2022-10-14,2023-08-13,2023-09-28,35747026,,46.0
P2539,Project_2539,Residential,Gamuda,2022-11-24,2024-04-27,2024-04-27,107378442,"125,301,998",0.0
P2540,Project_2540,,IJM,2022-02-28,2022-07-06,2022-07-06,,161793668,0.0
P2541,Project_2541,Infrastructure,IJM,2024-01-15,2024-04-17,2024-04-17,RM17040640,"19,175,730",
P2542,Project_2542,Industrial,,2022-12-10,2024-09-16,2024-09-16,"18,575,413",RM 18213940,0.0
P2543,Project_2543,Commercial,Sunway,2023-03-11,2023-09-07,2023-11-18,110738902,140113487,72.0
P2544,Project_2544,Industrial,WCT,2023-11-22,2025-05-04,2025-05-04,RM98627634,118631878abc,0.0
P2545,Project_2545,Infrastructure,UEM,2024-02-27,2025-09-07,2025-09-07,64133105,76310254,0.0
P2546,Project_2546,Commercial,IJM,2023-11-22,2024-10-27,2024-10-27,RM121138704,117623385.00,
P2547,Project_2547,Infrastructure,Gamuda,2023-07-26,2025-06-13,2025-06-13,,47339657.00,0.0
P2548,Project_2548,Industrial,,2024-02-15,2024-08-29,2024-12-20,,159128285abc,113.0
P2549,Project_2549,Residential,IJM,2024-06-09,2025-01-13,2025-01-13,RM63181770,62086553abc,
P2550,Project_2550,Industrial,,2024-01-17,2025-05-27,2025-05-27,"128,450,845","123,333,896",0.0
P2551,Project_2551,Residential,,2023-03-22,2024-09-16,2024-09-16,,9131065.00,
P2552,Project_2552,Infrastructure,IJM,2024-04-16,2025-06-12,2025-06-12,"149,358,061",RM 134457580,0.0
P2553,Project_2553,Industrial,WCT,2022-05-19,2023-07-14,2023-07-14,,RM 126734015,
P2554,Project_2554,Residential,WCT,2022-01-26,2023-11-09,2023-11-09,104148651,RM 113133594,
P2555,Project_2555,Commercial,SP Setia,2022-05-08,2023-10-31,2023-12-07,93492819,106783478abc,37.0
P2556,Project_2556,,,2024-06-07,2025-10-15,2025-10-15,RM148447397,137773670,0.0
P2557,Project_2557,,Sunway,2022-02-10,2022-07-07,2022-07-07,RM16700266,RM 18557572,0.0
P2558,Project_2558,Residential,Sunway,2023-06-20,2024-12-18,2025-05-20,"98,839,872",,153.0
P2559,Project_2559,Residential,,2023-08-27,2024-06-12,2024-06-12,32293271,,0.0
P2560,Project_2560,Commercial,Sunway,2024-05-05,2024-09-08,2024-09-08,RM50879743,63048331.00,0.0
P2561,Project_2561,Commercial,Gamuda,2022-06-15,2023-05-03,2023-06-30,,74704006,58.0
P2562,Project_2562,Industrial,Sunway,2022-01-14,2023-09-06,2023-09-06,,"12,220,563",0.0
P2563,Project_2563,Residential,SP Setia,2022-09-23,2024-07-31,2024-07-31,RM69214599,,0.0
P2564,Project_2564,Industrial,,2023-05-22,2023-11-22,2023-11-22,RM86893089,98377823abc,0.0
P2565,Project_2565,Infrastructure,UEM,2022-09-19,2023-02-06,2023-02-06,RM137324405,RM 140985536,
P2566,Project_2566,Infrastructure,UEM,2022-09-18,2023-11-20,2023-11-20,,130140210abc,0.0
