Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P2235,Project_2235,,IJM,22/11/2022,06/07/2023,06/07/2023,RM99470645,113838226,0
P2236,Project_2236,,Sunway,18/12/2023,13/09/2025,13/09/2025,RM79727424,98847180,0
P2237,Project_2237,Industrial,Sunway,02/05/2022,26/07/2023,28/12/2023,,,155
P2238,Project_2238,Infrastructure,IJM,22/07/2022,27/02/2023,07/05/2023,,19107530abc,69
P2239,Project_2239,Commercial,Gamuda,13/05/2022,27/08/2023,27/08/2023,135084323,,0
P2240,Project_2240,Residential,,20/09/2022,27/06/2023,27/06/2023,108871526,134612685abc,
P2241,Project_2241,,UEM,03/03/2023,12/07/2024,09/08/2024,114570367,140912031,28
P2242,Project_2242,,Sunway,09/08/2022,01/10/2023,29/02/2024,,137994526,151
P2243,Project_2243,,UEM,17/01/2023,04/07/2024,04/07/2024,RM37592908,40743838,0
P2244,Project_2244,Commercial,Sunway,08/04/2022,07/06/2023,07/06/2023,146701760,182147382abc,
P2245,Project_2245,Industrial,Sunway,17/02/2023,28/05/2023,28/05/2023,,,0
P2246,Project_2246,Commercial,WCT,10/05/2024,15/10/2024,15/10/2024,14061229,16253110abc,0
P2247,Project_2247,Commercial,Gamuda,02/05/2022,17/08/2022,17/08/2022,,167803867abc,
P2248,Project_2248,Infrastructure,Gamuda,29/08/2023,15/08/2025,10/01/2026,92838789,116131046,148
P2249,Project_2249,Industrial,,04/12/2022,05/08/2023,05/08/2023,,64354084,
P2250,Project_2250,Infrastructure,,16/09/2023,28/03/2024,28/03/2024,112556389,138240902abc,0
P2251,Project_2251,,,01/07/2023,10/02/2024,10/02/2024,,130362948,0
P2252,Project_2252,Residential,WCT,23/02/2023,03/09/2023,25/01/2024,RM94444176,,144
P2253,Project_2253,Industrial,SP Setia,11/09/2022,20/10/2023,20/10/2023,37350760,37772662,0
P2254,Project_2254,Residential,,20/05/2024,06/10/2025,06/10/2025,18912956,,0
P2255,Project_2255,Commercial,SP Setia,25/12/2022,27/05/2023,02/08/2023,28128664,35699752,67
P2256,Project_2256,Commercial,WCT,03/05/2024,21/03/2026,21/03/2026,58224296,56342584,0
P2257,Project_2257,Infrastructure,,20/01/2024,24/10/2024,24/10/2024,78836304,78861051abc,0
P2258,Project_2258,Residential,,18/03/2023,12/07/2023,12/07/2023,116664532,RM 136621563,
P2259,Project_2259,Residential,,28/02/2023,22/04/2024,22/04/2024,RM24137419,,
P2260,Project_2260,Commercial,WCT,13/12/2023,11/11/2024,11/11/2024,,RM 138632470,0
P2261,Project_2261,Residential,SP Setia,07/02/2022,17/01/2024,17/01/2024,100030913,102082507abc,
P2262,Project_2262,Industrial,Gamuda,05/05/2024,08/11/2025,08/11/2025,110334236,,0
P2263,Project_2263,Infrastructure,WCT,25/10/2023,09/06/2025,09/06/2025,RM18577043,20541403,0
P2264,Project_2264,Commercial,IJM,01/05/2022,02/02/2024,02/02/2024,71745019,84369397abc,0
P2265,Project_2265,Commercial,SP Setia,03/04/2024,05/01/2026,05/01/2026,107708494,,0
P2266,Project_2266,,Gamuda,20/04/2024,27/01/2026,27/06/2026,,106827662,151
P2267,Project_2267,,UEM,05/06/2022,09/10/2023,09/10/2023,,RM 116339222,0
P2268,Project_2268,Infrastructure,WCT,06/06/2024,31/03/2025,31/03/2025,,107644331,0
P2269,Project_2269,,,20/05/2024,08/09/2024,08/09/2024,19340295,23095233,
P2270,Project_2270,Commercial,IJM,13/02/2022,14/01/2024,14/01/2024,RM36536997,40749595abc,0
P2271,Project_2271,,Gamuda,05/04/2022,24/01/2023,12/03/2023,RM106622233,RM 110569092,47
P2272,Project_2272,Residential,WCT,18/12/2022,31/08/2023,31/08/2023,,,0
P2273,Project_2273,Industrial,,11/04/2023,19/12/2023,19/12/2023,89165105,,0
P2274,Project_2274,Commercial,IJM,07/10/2022,12/01/2024,12/01/2024,133915508,165453010,0
P2275,Project_2275,,WCT,31/03/2023,02/09/2023,25/11/2023,24710876,,84
P2276,Project_2276,Residential,SP Setia,08/03/2023,15/10/2024,01/02/2025,,RM 45252399,109
P2277,Project_2277,Industrial,,26/08/2022,07/12/2022,21/01/2023,RM24776295,26353884,45
P2278,Project_2278,Commercial,Gamuda,07/01/2022,14/11/2022,14/11/2022,,138063289,
P2279,Project_2279,Industrial,WCT,10/02/2023,19/06/2024,29/08/2024,7245108,7228693abc,71
P2280,Project_2280,Commercial,Gamuda,07/05/2024,13/08/2024,13/08/2024,37395604,36487805,
P2281,Project_2281,Commercial,UEM,04/04/2024,02/03/2025,02/03/2025,RM43429862,RM 39441129,0
P2282,Project_2282,Industrial,Gamuda,25/02/2024,08/09/2025,08/09/2025,130491133,134188446,
P2283,Project_2283,Infrastructure,WCT,20/02/2022,18/11/2023,18/11/2023,RM40714785,43247814,0
P2284,Project_2284,Infrastructure,SP Setia,10/04/2024,14/04/2025,14/04/2025,RM41792354,41794046abc,
P2285,Project_2285,Infrastructure,SP Setia,19/08/2022,26/04/2024,26/04/2024,,8831730abc,0
P2286,Project_2286,Commercial,IJM,27/06/2023,28/04/2024,28/04/2024,RM93629684,97576226,0
P2287,Project_2287,Industrial,Sunway,21/05/2023,06/01/2025,06/01/2025,114360932,112320368,0
P2288,Project_2288,Industrial,,14/11/2022,19/08/2024,19/08/2024,125163777,,0
P2289,Project_2289,Commercial,Gamuda,17/01/2022,29/08/2022,29/08/2022,RM21881322,22489799,0
P2290,Project_2290,Infrastructure,,11/03/2022,03/09/2023,03/09/2023,118591267,110629202,0
P2291,Project_2291,Infrastructure,,09/08/2023,09/01/2024,09/01/2024,RM53115106,49198858,0
P2292,Project_2292,Industrial,Gamuda,04/08/2023,30/07/2024,23/08/2024,RM75924520,80432243,24
P2293,Project_2293,Industrial,WCT,23/11/2022,06/06/2024,06/06/2024,,,
P2294,Project_2294,Commercial,SP Setia,17/05/2024,03/10/2025,03/10/2025,120342740,145591988abc,0
P2295,Project_2295,Residential,Sunway,01/01/2024,12/12/2025,12/12/2025,,RM 158571887,0
P2296,Project_2296,,Sunway,06/09/2022,07/04/2024,07/04/2024,76231820,,0
P2297,Project_2297,Commercial,Sunway,17/06/2022,11/10/2022,11/10/2022,,118183009,0
P2298,Project_2298,Commercial,Sunway,04/08/2022,03/06/2024,03/06/2024,RM74545257,89752639,0
P2299,Project_2299,Commercial,SP Setia,15/04/2024,22/08/2025,27/12/2025,55152242,62750500,127
P2300,Project_2300,Residential,IJM,30/10/2023,20/06/2024,20/06/2024,RM68967759,62594578,0
P2301,Project_2301,Residential,Sunway,10/03/2023,18/12/2023,18/12/2023,,RM 136175805,0
P2302,Project_2302,Commercial,,15/09/2023,23/12/2023,23/12/2023,RM91189825,RM 92547594,0
P2303,Project_2303,Residential,,28/02/2022,25/08/2023,25/11/2023,23640170,30693395,92
P2304,Project_2304,Commercial,,18/03/2024,03/04/2025,03/04/2025,46533800,,0
P2305,Project_2305,Industrial,,06/04/2023,25/10/2024,25/10/2024,59694269,,0
P2306,Project_2306,Residential,SP Setia,02/11/2022,03/06/2024,20/06/2024,,6140735,17
P2307,Project_2307,Residential,,22/09/2023,05/11/2024,05/11/2024,140136678,RM 132757811,
P2308,Project_2308,Infrastructure,Sunway,21/03/2024,19/04/2025,19/04/2025,,157003318,0
P2309,Project_2309,Residential,Gamuda,15/03/2023,19/09/2024,19/09/2024,104656734,94279717,0
P2310,Project_2310,Industrial,IJM,08/09/2022,25/01/2024,25/01/2024,RM100785870,118710748,
P2311,Project_2311,,UEM,17/10/2022,24/08/2024,24/08/2024,89573618,100859097,0
P2312,Project_2312,,,25/08/2023,29/06/2025,29/06/2025,RM79570390,88271803,
P2313,Project_2313,Commercial,,05/02/2022,30/12/2023,30/12/2023,89176714,,0
P2314,Project_2314,Industrial,IJM,04/03/2024,22/08/2025,22/08/2025,RM39241354,38372201abc,0
P2315,Project_2315,,WCT,14/05/2022,23/11/2022,23/11/2022,RM148255265,137302231,
P2316,Project_2316,Industrial,Sunway,30/07/2023,09/10/2024,09/10/2024,,,0
P2317,Project_2317,Infrastructure,,21/05/2022,04/03/2023,04/03/2023,86654249,,
P2318,Project_2318,Commercial,UEM,03/01/2024,18/07/2025,04/12/2025,22237308,31233032abc,139
P2319,Project_2319,Industrial,Gamuda,07/04/2023,25/12/2024,25/12/2024,134675497,RM 152189044,
P2320,Project_2320,Industrial,Gamuda,29/01/2023,16/07/2023,16/07/2023,RM104342025,110982197abc,0
P2321,Project_2321,,UEM,11/02/2024,08/04/2025,27/08/2025,124137771,158067792,141
P2322,Project_2322,,Sunway,04/01/2022,03/07/2023,03/07/2023,111024344,101891853abc,0
P2323,Project_2323,Industrial,,04/03/2023,26/08/2023,12/12/2023,RM40543128,RM 43732107,108
P2324,Project_2324,Infrastructure,IJM,12/10/2022,14/12/2023,14/12/2023,,RM 130260266,
P2325,Project_2325,Infrastructure,,26/06/2022,11/06/2023,19/10/2023,,74929399abc,130
P2326,Project_2326,Infrastructure,IJM,07/04/2024,31/12/2025,31/12/2025,RM20432310,RM 21354892,0
P2327,Project_2327,Infrastructure,Gamuda,07/06/2022,03/03/2023,03/03/2023,,80727996abc,0
P2328,Project_2328,Infrastructure,,28/05/2022,20/03/2023,20/03/2023,114128647,142585374,
P2329,Project_2329,Infrastructure,Sunway,07/06/2024,17/10/2024,12/11/2024,RM10336457,11224334,26
P2330,Project_2330,,UEM,06/08/2022,11/04/2024,02/10/2024,21310980,RM 27363021,174
P2331,Project_2331,Residential,,01/02/2022,15/01/2024,15/01/2024,,68424855abc,0
P2332,Project_2332,Residential,UEM,03/09/2023,11/04/2025,15/09/2025,RM41219853,51344813,157
P2333,Project_2333,Commercial,SP Setia,07/01/2023,09/05/2024,09/05/2024,,148007604,0
P2334,Project_2334,Commercial,WCT,11/02/2024,01/06/2025,01/06/2025,,RM 128278999,0
P2335,Project_2335,,WCT,25/11/2023,13/03/2024,13/03/2024,17121845,21297980,
P2336,Project_2336,Infrastructure,WCT,04/10/2022,01/06/2023,01/06/2023,67617477,69228191abc,0
P2337,Project_2337,Industrial,,18/09/2023,03/01/2024,03/01/2024,,86986164abc,0
P2338,Project_2338,Residential,,20/10/2022,16/07/2024,14/11/2024,RM102327766,143274904,121
P2339,Project_2339,,SP Setia,26/01/2024,23/01/2025,23/01/2025,59080777,,0
P2340,Project_2340,Commercial,,16/03/2024,28/11/2025,28/11/2025,79209977,82940736,
P2341,Project_2341,,UEM,01/02/2022,06/05/2023,03/10/2023,RM80148742,90221980,150
P2342,Project_2342,Infrastructure,IJM,12/04/2022,08/10/2023,08/10/2023,108065546,129159782,0
P2343,Project_2343,Infrastructure,WCT,11/04/2024,03/01/2026,05/02/2026,RM139392945,166039277,33
P2344,Project_2344,Commercial,,01/03/2023,11/12/2024,11/12/2024,117852538,115784025,0
P2345,Project_2345,,Gamuda,02/05/2022,04/11/2023,04/11/2023,,14803865,
P2346,Project_2346,Industrial,SP Setia,06/02/2022,19/07/2023,19/07/2023,,RM 151695601,0
P2347,Project_2347,,Gamuda,22/12/2023,11/12/2024,08/01/2025,117935968,122279617abc,28
P2348,Project_2348,,Gamuda,13/05/2024,17/11/2025,19/01/2026,,RM 161546953,63
P2349,Project_2349,Commercial,,26/07/2023,09/06/2025,09/06/2025,,,0
P2350,Project_2350,Commercial,Gamuda,26/04/2024,08/02/2026,08/02/2026,75752753,79930733,
P2351,Project_2351,Residential,Gamuda,03/12/2023,05/07/2025,05/07/2025,45517024,47324133,0
P2352,Project_2352,Residential,Sunway,10/10/2023,14/12/2024,14/12/2024,,34911023abc,
P2353,Project_2353,Residential,Gamuda,15/04/2024,10/08/2024,02/02/2025,6890547,9056648abc,176
P2354,Project_2354,,UEM,11/04/2023,01/03/2025,01/03/2025,,148390684,0
P2355,Project_2355,Infrastructure,Gamuda,18/08/2022,24/08/2023,11/01/2024,86547515,105841364,140
P2356,Project_2356,Commercial,SP Setia,07/03/2023,19/10/2024,20/01/2025,142179238,,93
P2357,Project_2357,Residential,SP Setia,29/12/2022,27/06/2024,10/07/2024,123718046,116642919,13
P2358,Project_2358,Residential,,04/12/2022,15/02/2024,15/02/2024,90440788,RM 110045990,0
P2359,Project_2359,Infrastructure,UEM,25/09/2023,01/09/2025,01/09/2025,RM78510634,78357918,
P2360,Project_2360,Commercial,UEM,18/04/2022,03/10/2022,03/10/2022,87830799,,0
P2361,Project_2361,,IJM,26/10/2023,19/12/2024,19/12/2024,,RM 118767463,0
P2362,Project_2362,Infrastructure,WCT,01/02/2024,08/06/2024,14/11/2024,125885678,161393665,159
P2363,Project_2363,Commercial,,01/01/2023,10/06/2024,10/06/2024,75707131,RM 80670494,0
P2364,Project_2364,Industrial,UEM,14/01/2024,24/06/2025,24/06/2025,RM22822411,28029825abc,0
P2365,Project_2365,Commercial,Sunway,16/02/2024,08/10/2025,08/10/2025,,RM 45475682,0
P2366,Project_2366,Residential,Sunway,10/11/2023,02/05/2025,02/05/2025,141645447,,0
P2367,Project_2367,Commercial,UEM,02/08/2023,29/01/2024,29/01/2024,103861760,,
P2368,Project_2368,,UEM,29/06/2022,31/07/2023,02/09/2023,RM105085700,,33
P2369,Project_2369,Infrastructure,,21/08/2023,04/02/2025,04/02/2025,,130888503,0
P2370,Project_2370,Infrastructure,IJM,30/06/2022,31/01/2023,31/01/2023,,,
P2371,Project_2371,,IJM,11/03/2023,13/08/2023,13/08/2023,95374195,91229870,0
P2372,Project_2372,Industrial,,19/02/2023,18/12/2024,18/12/2024,RM81954877,RM 76595737,0
P2373,Project_2373,Commercial,Sunway,17/12/2023,14/05/2024,14/05/2024,59598606,RM 70552916,0
P2374,Project_2374,Infrastructure,Gamuda,03/07/2023,18/11/2024,18/11/2024,,53720584,0
P2375,Project_2375,Industrial,IJM,12/08/2023,01/07/2025,01/07/2025,,35059379,0
P2376,Project_2376,Commercial,WCT,07/09/2023,26/12/2024,21/04/2025,,RM 129884258,116
P2377,Project_2377,Residential,UEM,28/06/2022,28/10/2022,28/10/2022,40873583,RM 50789388,0
P2378,Project_2378,Residential,,13/01/2024,04/07/2025,04/07/2025,64245638,68799224abc,
P2379,Project_2379,Infrastructure,WCT,03/06/2024,08/12/2025,08/12/2025,92885186,93493600,0
P2380,Project_2380,Industrial,WCT,28/01/2022,13/10/2022,13/10/2022,RM99076388,99712053,0
P2381,Project_2381,Residential,SP Setia,24/05/2022,11/09/2023,11/09/2023,108006765,125618646,0
P2382,Project_2382,Industrial,,23/01/2024,17/05/2025,17/05/2025,,96069973,0
P2383,Project_2383,Residential,Sunway,21/05/2024,15/05/2025,15/05/2025,RM17074548,20908687abc,0
P2384,Project_2384,Infrastructure,,31/01/2024,07/04/2025,07/04/2025,RM60911418,RM 71487368,0
P2385,Project_2385,Commercial,IJM,08/05/2023,28/12/2023,28/12/2023,148866285,134021006,
P2386,Project_2386,Commercial,SP Setia,16/09/2022,19/12/2023,08/03/2024,27465912,31200623abc,80
P2387,Project_2387,Residential,Sunway,06/04/2022,30/10/2022,30/10/2022,127940334,RM 136038298,
P2388,Project_2388,Industrial,IJM,14/06/2024,20/09/2024,20/09/2024,,,0
P2389,Project_2389,Commercial,IJM,11/06/2023,25/03/2024,25/03/2024,,,
P2390,Project_2390,Industrial,,16/11/2022,13/09/2023,13/09/2023,,85007482,0
P2391,Project_2391,,SP Setia,24/06/2022,06/01/2023,19/01/2023,,24453210abc,13
P2392,Project_2392,Commercial,,10/03/2023,11/04/2024,11/04/2024,126907684,132274756abc,0
P2393,Project_2393,Commercial,UEM,21/04/2024,04/03/2026,04/03/2026,RM70603240,RM 81371653,0
P2394,Project_2394,Infrastructure,SP Setia,13/01/2022,31/05/2023,31/05/2023,,52652876abc,0
P2395,Project_2395,Residential,,14/12/2023,01/04/2024,01/04/2024,50150757,RM 46813312,0
P2396,Project_2396,Residential,IJM,23/02/2023,26/09/2024,26/09/2024,89567126,90634360abc,0
P2397,Project_2397,Commercial,WCT,30/05/2024,13/10/2025,13/10/2025,60245804,65171342,0
P2398,Project_2398,Commercial,Gamuda,08/02/2022,10/06/2022,10/06/2022,,RM 38492913,0
P2399,Project_2399,Commercial,IJM,08/04/2022,26/03/2024,26/03/2024,35567225,RM 35197649,0
P2400,Project_2400,Commercial,UEM,17/07/2022,05/06/2023,05/06/2023,102607749,105951874,0
P2401,Project_2401,Commercial,,21/01/2024,23/12/2025,23/12/2025,RM115520362,117442597,0
P2402,Project_2402,Industrial,UEM,02/11/2022,02/12/2023,16/05/2024,,141241674abc,166
P2403,Project_2403,Commercial,WCT,02/10/2022,27/06/2023,27/06/2023,,,
P2404,Project_2404,Residential,SP Setia,09/11/2023,15/09/2025,15/09/2025,,RM 62634638,0
P2405,Project_2405,Industrial,,06/12/2023,02/09/2024,19/12/2024,RM104569773,131917391,108
P2406,Project_2406,Infrastructure,,11/06/2022,22/09/2023,22/09/2023,21261463,RM 22235120,
P2407,Project_2407,Industrial,WCT,12/03/2024,23/06/2025,23/06/2025,RM113533764,129915461,0
P2408,Project_2408,Commercial,SP Setia,23/02/2024,30/06/2025,30/06/2025,,,0
P2409,Project_2409,,Sunway,05/02/2024,15/01/2025,15/01/2025,,68126858,0
P2410,Project_2410,Commercial,UEM,01/11/2022,15/05/2023,19/08/2023,,,96
P2411,Project_2411,,Gamuda,28/11/2022,30/11/2023,30/11/2023,115279804,123934314,0
P2412,Project_2412,,IJM,27/02/2023,08/09/2023,08/09/2023,44490878,,
P2413,Project_2413,Industrial,IJM,02/03/2023,06/09/2023,06/09/2023,139242710,144503020abc,0
P2414,Project_2414,Residential,IJM,30/01/2022,05/01/2023,20/01/2023,60893430,63764105,15
P2415,Project_2415,Industrial,WCT,08/10/2022,08/07/2024,22/12/2024,134378790,206785355,167
P2416,Project_2416,Industrial,,11/08/2023,08/06/2024,08/06/2024,RM37879608,39371350,0
P2417,Project_2417,Industrial,WCT,08/07/2022,02/09/2023,02/09/2023,43694926,,0
P2418,Project_2418,Residential,UEM,19/12/2022,07/05/2024,07/05/2024,RM34228531,39767320abc,0
P2419,Project_2419,Industrial,WCT,09/02/2023,16/12/2024,16/12/2024,,,
P2420,Project_2420,Commercial,SP Setia,04/08/2023,15/02/2025,15/02/2025,115058004,130623306,
P2421,Project_2421,Residential,,14/08/2022,18/07/2024,18/07/2024,33153311,RM 31084632,0
P2422,Project_2422,Commercial,UEM,05/03/2024,10/02/2025,10/02/2025,78043610,71164891,
P2423,Project_2423,,IJM,06/10/2022,09/10/2023,13/12/2023,RM117544800,145029794,65
P2424,Project_2424,Industrial,UEM,16/10/2022,01/03/2023,01/03/2023,,70250799,
P2425,Project_2425,Residential,Gamuda,08/02/2022,23/07/2022,23/07/2022,29465448,RM 26626383,
P2426,Project_2426,Residential,,18/05/2024,01/07/2025,01/07/2025,,16861572,0
P2427,Project_2427,,SP Setia,12/07/2023,12/11/2023,12/11/2023,RM15618099,14845515,
P2428,Project_2428,Industrial,IJM,06/11/2022,23/08/2024,23/08/2024,21082966,20431894,0
P2429,Project_2429,Residential,,13/05/2023,07/04/2025,07/04/2025,107584645,109023473,0
P2430,Project_2430,Industrial,Gamuda,29/04/2022,21/02/2023,21/02/2023,RM88063880,104436688,0
P2431,Project_2431,Infrastructure,SP Setia,15/06/2022,28/02/2024,28/02/2024,,78233559abc,0
P2432,Project_2432,Industrial,,20/05/2022,27/12/2023,27/12/2023,RM62210779,66363528abc,
P2433,Project_2433,Industrial,WCT,29/10/2022,09/04/2024,09/04/2024,24259598,28529682,
P2434,Project_2434,Commercial,IJM,22/09/2023,12/04/2024,07/10/2024,37779788,58517410,178
P2435,Project_2435,Industrial,,23/12/2022,07/01/2024,07/01/2024,68744990,RM 69943242,0
P2436,Project_2436,Infrastructure,Sunway,09/11/2023,14/08/2024,14/08/2024,114124369,RM 135231906,0
P2437,Project_2437,Industrial,WCT,15/02/2024,05/10/2025,05/10/2025,5541327,5691770,0
P2438,Project_2438,Residential,Gamuda,18/06/2023,07/03/2025,16/06/2025,109804378,131464013abc,101
P2439,Project_2439,Infrastructure,SP Setia,14/01/2023,31/07/2023,31/07/2023,121148235,148852175,0
P2440,Project_2440,Industrial,,07/03/2024,03/11/2025,03/11/2025,54454243,62815356,0
P2441,Project_2441,Residential,IJM,17/05/2022,20/08/2023,20/08/2023,11949883,14410216,0
P2442,Project_2442,Commercial,WCT,29/10/2022,04/11/2023,04/11/2023,,,0
P2443,Project_2443,,Gamuda,11/02/2022,18/10/2023,18/10/2023,,7169210,0
P2444,Project_2444,Commercial,IJM,20/11/2023,22/11/2024,27/12/2024,41393298,38684715,35
P2445,Project_2445,,Sunway,05/05/2022,28/07/2023,28/07/2023,42582841,46554754,0
P2446,Project_2446,,WCT,18/10/2022,29/01/2023,29/01/2023,RM131444496,125455967,0
P2447,Project_2447,Commercial,SP Setia,02/02/2022,04/05/2022,04/05/2022,15472666,16926874,0
P2448,Project_2448,Infrastructure,,11/03/2024,21/09/2024,21/09/2024,98154960,RM 116717528,0
P2449,Project_2449,Residential,SP Setia,30/05/2022,12/02/2023,12/02/2023,RM40232689,36317224,
P2450,Project_2450,Residential,Gamuda,17/05/2023,06/03/2025,06/03/2025,129651027,118011441abc,
P2451,Project_2451,,IJM,04/11/2022,17/05/2023,17/05/2023,93430255,RM 86611757,0
P2452,Project_2452,,Gamuda,03/11/2023,26/10/2024,17/01/2025,115055960,,83
P2453,Project_2453,,Gamuda,29/06/2022,23/12/2022,23/12/2022,,RM 63486558,
P2454,Project_2454,Infrastructure,UEM,21/11/2023,08/10/2024,08/10/2024,,,
P2455,Project_2455,Industrial,SP Setia,21/04/2024,05/09/2025,05/09/2025,RM8688514,RM 8829066,
P2456,Project_2456,,,30/08/2023,05/07/2025,05/07/2025,,96683134,0
P2457,Project_2457,Industrial,IJM,04/08/2023,22/12/2023,22/12/2023,46131343,54451173,0
P2458,Project_2458,Industrial,Gamuda,16/01/2024,03/06/2024,03/06/2024,RM117844527,RM 115692082,0
P2459,Project_2459,Infrastructure,Gamuda,26/03/2022,06/08/2023,06/08/2023,124228120,152086924,0
P2460,Project_2460,,,24/05/2022,23/08/2023,23/08/2023,142446540,152078592,0
P2461,Project_2461,Commercial,UEM,30/10/2022,30/10/2023,25/01/2024,RM138921681,150696128,87
P2462,Project_2462,Residential,,01/02/2024,22/09/2024,22/09/2024,RM62067192,55964038,0
P2463,Project_2463,Infrastructure,SP Setia,28/12/2023,03/08/2024,03/08/2024,93850528,115417744,0
P2464,Project_2464,Residential,Sunway,19/11/2022,31/05/2024,31/05/2024,,15172602abc,
P2465,Project_2465,,SP Setia,12/10/2022,27/06/2023,09/10/2023,21491095,26649511,104
P2466,Project_2466,,,23/11/2023,27/10/2025,27/10/2025,53662820,RM 64229738,0
P2467,Project_2467,Industrial,Sunway,20/08/2022,04/01/2023,04/01/2023,42533035,,0
P2468,Project_2468,Industrial,Sunway,12/04/2022,20/11/2023,20/11/2023,,38432495,0
P2469,Project_2469,Residential,,03/05/2022,03/08/2023,03/08/2023,,54039299,
P2470,Project_2470,Infrastructure,SP Setia,15/08/2022,22/03/2023,22/03/2023,62834106,61622654,0
P2471,Project_2471,Commercial,UEM,08/01/2022,14/10/2022,14/10/2022,117202490,129481036,0
P2472,Project_2472,Commercial,SP Setia,18/01/2023,05/12/2023,05/12/2023,135785397,125143618,
P2473,Project_2473,Industrial,IJM,17/03/2023,24/09/2023,24/09/2023,RM54447384,,0
P2474,Project_2474,Commercial,Gamuda,11/06/2023,20/09/2024,20/09/2024,87974568,93017619abc,
P2475,Project_2475,Industrial,IJM,20/10/2022,05/01/2024,05/01/2024,,,0
P2476,Project_2476,Residential,WCT,19/10/2022,22/12/2023,22/12/2023,123404771,147253159,0
P2477,Project_2477,Industrial,,15/02/2024,11/05/2025,11/05/2025,,37470481,
P2478,Project_2478,Residential,Sunway,15/12/2022,13/05/2023,13/05/2023,131414684,153214148,0
P2479,Project_2479,Commercial,Sunway,22/07/2023,16/01/2024,16/01/2024,132987364,138622412,0
P2480,Project_2480,Industrial,,09/09/2022,16/02/2023,27/03/2023,133435743,158539278,39
P2481,Project_2481,,SP Setia,10/10/2023,20/03/2025,20/03/2025,71055105,68884220,0
P2482,Project_2482,Industrial,UEM,23/08/2023,28/04/2024,28/04/2024,RM106616455,RM 115240218,0
P2483,Project_2483,Commercial,,25/05/2023,16/11/2023,16/11/2023,45861756,44366561,0
P2484,Project_2484,Commercial,Sunway,30/04/2024,08/07/2025,08/07/2025,149384451,170882617,
P2485,Project_2485,Industrial,WCT,23/09/2022,13/03/2024,13/03/2024,139809586,144422784,
P2486,Project_2486,Infrastructure,UEM,16/04/2022,29/11/2023,29/11/2023,59144891,RM 63517254,
P2487,Project_2487,Infrastructure,Sunway,21/06/2023,08/02/2024,08/02/2024,,35597927,0
P2488,Project_2488,Residential,Sunway,19/12/2023,30/05/2025,30/05/2025,RM54389201,65431814,0
P2489,Project_2489,Infrastructure,,15/05/2023,16/02/2024,16/02/2024,,115581818,0
P2490,Project_2490,Commercial,Sunway,18/11/2022,17/03/2024,31/08/2024,,RM 134324897,167
P2491,Project_2491,Residential,,13/10/2022,24/08/2024,24/08/2024,RM37296472,38877044,0
P2492,Project_2492,Residential,,16/08/2023,25/03/2024,27/08/2024,92775989,127729678,155
P2493,Project_2493,Residential,,24/02/2024,30/09/2024,01/02/2025,RM137121251,,124
P2494,Project_2494,Infrastructure,Gamuda,22/08/2023,27/06/2024,27/06/2024,,RM 46451645,0
P2495,Project_2495,Infrastructure,SP Setia,10/07/2022,07/03/2023,07/03/2023,137453489,,0
P2496,Project_2496,Industrial,Gamuda,20/05/2023,20/03/2025,20/03/2025,105282201,,0
P2497,Project_2497,Commercial,UEM,28/07/2022,18/06/2023,18/06/2023,147190202,147545184abc,
P2498,Project_2498,Industrial,,01/04/2023,06/12/2023,06/12/2023,,89109015,
P2499,Project_2499,Commercial,Gamuda,13/01/2022,22/05/2023,21/07/2023,,82066438abc,60
P2500,Project_2500,,WCT,26/04/2022,01/10/2022,01/10/2022,RM12265643,,0
P2501,Project_2501,,,10/05/2022,09/09/2023,09/09/2023,,69385651,
P2502,Project_2502,Industrial,Gamuda,24/01/2022,27/09/2023,27/09/2023,113842975,131946644,
P2503,Project_2503,Residential,SP Setia,22/05/2024,29/07/2025,29/07/2025,81783353,98700061abc,0
P2504,Project_2504,Residential,UEM,06/03/2023,16/03/2024,16/03/2024,RM35527722,33785086abc,0
P2505,Project_2505,Industrial,SP Setia,19/01/2023,09/06/2023,09/06/2023,25789059,26205057,0
P2506,Project_2506,Infrastructure,WCT,16/03/2024,09/12/2025,09/12/2025,18096313,19605055abc,0
P2507,Project_2507,,SP Setia,16/10/2023,23/03/2024,23/03/2024,,19822866,0
P2508,Project_2508,Industrial,WCT,19/03/2022,21/01/2023,21/01/2023,145241602,135954815abc,0
P2509,Project_2509,Industrial,SP Setia,15/04/2023,05/06/2024,05/06/2024,18405312,20587499,
P2510,Project_2510,Residential,Gamuda,26/01/2023,08/02/2024,08/02/2024,135743706,RM 143587118,0
P2511,Project_2511,Industrial,IJM,08/06/2022,23/12/2023,23/12/2023,113662254,123265617abc,0
P2512,Project_2512,Residential,IJM,23/03/2023,24/09/2023,24/09/2023,,150461306abc,0
P2513,Project_2513,Commercial,Sunway,06/08/2023,10/06/2025,18/10/2025,122719880,156125338abc,130
P2514,Project_2514,Infrastructure,UEM,28/02/2023,04/08/2023,04/08/2023,91126865,92629894abc,0
P2515,Project_2515,,SP Setia,19/09/2022,18/12/2023,18/12/2023,22978155,24074068,
P2516,Project_2516,Residential,,10/09/2022,17/12/2023,17/12/2023,141681928,135409361,0
P2517,Project_2517,Industrial,,06/03/2024,10/10/2025,10/10/2025,,RM 16886289,
